Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81372899585695,144.95370985150208
-37.81419206661472,144.9520949318529
-37.81354774327405,144.95368968808276
-37.81460193648314,144.95380048825382
-37.81590213275636,144.95347631291372
-37.81474213275636,144.95347631291372
-37.81334957428107,144.95445139285553
-37.814339169533156,144.95407152282903
-37.814339169533156,144.95407152282903
-37.815556197674475,144.95398641993106
-37.81452203767626,144.95485418320413
-37.81571962284007,144.95462139622978
-37.81492076571404,144.95544863700016
-37.8166554382234,144.95460258068687
-37.81521623364704,144.9553678193342
-37.816674781644736,144.9549770025761
-37.81735074649702,144.95656947597257
-37.817720857731516,144.95795074990417
-37.817720857731516,144.95795074990417
-37.81881619267903,144.95709498045346
-37.81881619267903,144.95709498045346
-37.817226623582734,144.9578027022124
-37.81759942553896,144.95882696716907
-37.8168333312612,144.95996274864348
-37.8168333312612,144.95996274864348
-37.8168333312612,144.95996274864348
-37.8168333312612,144.95996274864348
-37.81560632747938,144.96004854910618
-37.81416058684723,144.96040901273062
-37.8158588018746,144.96007891316862
-37.81657296918598,144.95916482069444
-37.815525193937404,144.9594652654123
-37.814624527517466,144.95998526541229
-37.814624527517466,144.95998526541229
-37.814624527517466,144.95998526541229
-37.814886496247894,144.95875279943536
-37.81666968475748,144.9589088082149
-37.815558870057245,144.95920645011677
-37.81563999078942,144.96075432589564
-37.81494468938829,144.9619115017516
-37.814050971532616,144.9626352202013
-37.814050971532616,144.9626352202013
-37.814655923715186,144.9613948844174
-37.814655923715186,144.9613948844174
-37.814655923715186,144.9613948844174
-37.814655923715186,144.9613948844174
-37.814655923715186,144.9613948844174
-37.814655923715186,144.9613948844174
-37.814655923715186,144.9613948844174
-37.814655923715186,144.9613948844174
-37.814655923715186,144.9613948844174
-37.81529592371518,144.96028637190054
-37.81622725646506,144.95885224522934
-37.81504739930215,144.96011748713315
-37.81655463906365,144.95906210649025
-37.817464656688294,144.95805142952761
-37.817152549523975,144.95901199660906
-37.817152549523975,144.95901199660906
-37.8165805214943,144.96013466482955
-37.81746545947326,144.95930944681388
-37.81746545947326,144.95930944681388
-37.81746545947326,144.95930944681388
-37.81746545947326,144.95930944681388
-37.81746545947326,144.95930944681388
-37.816735447819646,144.96021093612916
-37.81591633167383,144.96097477429242
-37.81591633167383,144.96097477429242
-37.81591633167383,144.96097477429242
-37.81675800427567,144.95924908972353
-37.817833941083215,144.95801136601196
-37.81723013371856,144.95919640468912
-37.81723013371856,144.95919640468912
-37.81723013371856,144.95919640468912
-37.81723013371856,144.95919640468912
-37.81723013371856,144.95919640468912
-37.815942043046,144.95956575874592
-37.81690385483997,144.95813981412113
-37.81562463458139,144.9581844854769
-37.8162354947029,144.95928650630788
-37.81540886032637,144.96023744037896
-37.81424955439863,144.96128128412488
-37.81424955439863,144.96128128412488
-37.81424955439863,144.96128128412488
-37.81449073195998,144.96241593534174
-37.81449073195998,144.96241593534174
-37.81449073195998,144.96241593534174
-37.814069787861634,144.96410424990546
-37.814069787861634,144.96410424990546
-37.814069787861634,144.96410424990546
-37.81291306075252,144.96507485919608
-37.81291306075252,144.96507485919608
-37.81421306075252,144.96507485919608
-37.81321031208141,144.96626988852734
-37.814019960115104,144.96716909376616
