Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.814445654773905,144.9539562724643
-37.8135287057249,144.95490580100073
-37.81356326148965,144.95688549943713
-37.815076353583,144.9560467787941
-37.81400886107437,144.95769057310727
-37.81400886107437,144.95769057310727
-37.815413495598676,144.95756768351
-37.817050437307515,144.95718976573872
-37.81766075033914,144.95833759760944
-37.81766075033914,144.95833759760944
-37.81885234408498,144.95675629929954
-37.81885234408498,144.95675629929954
-37.81885234408498,144.95675629929954
-37.81885234408498,144.95675629929954
-37.81975871223341,144.95588102975276
-37.81975871223341,144.95588102975276
-37.81975871223341,144.95588102975276
-37.81975871223341,144.95588102975276
-37.81975871223341,144.95588102975276
-37.81975871223341,144.95588102975276
-37.81948695223605,144.95689525187035
-37.81948695223605,144.95689525187035
-37.81948695223605,144.95689525187035
-37.82020965854585,144.95586312029454
-37.81918165195588,144.95655651949485
-37.82037704803746,144.95597348586963
-37.82037704803746,144.95597348586963
-37.82037704803746,144.95597348586963
-37.81852247045098,144.95647041843623
-37.81852247045098,144.95647041843623
-37.81746929416046,144.95786803057882
-37.81746929416046,144.95786803057882
-37.81746929416046,144.95786803057882
-37.81682423185128,144.9595484753465
-37.81592362530656,144.96002733634054
-37.81592362530656,144.96002733634054
-37.81472161247645,144.9614598394492
-37.81472161247645,144.9614598394492
-37.81472161247645,144.9614598394492
-37.81472161247645,144.9614598394492
-37.81472161247645,144.9614598394492
-37.81472161247645,144.9614598394492
-37.81472161247645,144.9614598394492
-37.8140737417198,144.96267830712733
-37.8140737417198,144.96267830712733
-37.8140737417198,144.96267830712733
-37.8140737417198,144.96267830712733
-37.81376638444533,144.96442141685017
-37.81376638444533,144.96442141685017
-37.81248834498719,144.96584082346683
-37.81248834498719,144.96584082346683
-37.8136457885608,144.96435936325005
-37.8136457885608,144.96435936325005
-37.8136457885608,144.96435936325005
-37.81416597701646,144.96522510222377
-37.81416597701646,144.96522510222377
-37.81416597701646,144.96522510222377
-37.81416597701646,144.96522510222377
-37.81324522207203,144.96611426493794
-37.81324522207203,144.96611426493794
-37.81324522207203,144.96611426493794
-37.81394003998495,144.96742102737537
-37.81394003998495,144.96742102737537
-37.81273289137161,144.96880969300298
-37.811635227632266,144.9695782854277
-37.81195465812944,144.9709618909197
-37.81293799744806,144.97130048180034
-37.81367975616703,144.9699623136484
-37.81361100415853,144.97193111357763
-37.81361100415853,144.97193111357763
-37.8142693236411,144.97283721261132
-37.812759695681436,144.97347801166205
-37.81460149321818,144.97280765218113
-37.81460149321818,144.97280765218113
-37.81460149321818,144.97280765218113
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
-37.81497929502902,144.97475127400435
