Latitude,Longitude
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.81349283433532,144.952370512958
-37.814680301177795,144.9537365372982
-37.81584158017522,144.9535939501664
-37.81599314644696,144.9550360069147
-37.817159363642666,144.95628662174445
-37.81614318608617,144.95737633875987
-37.81687257737516,144.95813164555022
-37.817964866474156,144.95771235504927
-37.81653449137372,144.95847289898097
-37.81653449137372,144.95847289898097
-37.815376354295175,144.9595912989574
-37.81667655056839,144.9599154742975
-37.81667655056839,144.9599154742975
-37.81667655056839,144.9599154742975
-37.817330427705826,144.958981640967
-37.817330427705826,144.958981640967
-37.817330427705826,144.958981640967
-37.817330427705826,144.958981640967
-37.817330427705826,144.958981640967
-37.817330427705826,144.958981640967
-37.817330427705826,144.958981640967
-37.817330427705826,144.958981640967
-37.817330427705826,144.958981640967
-37.817330427705826,144.958981640967
-37.81797349954482,144.95802824775856
-37.81797349954482,144.95802824775856
-37.81824008316128,144.95703334415748
-37.81908337248529,144.95599196856912
-37.818628245189366,144.95717761571078
-37.818628245189366,144.95717761571078
-37.81753497055544,144.9577836277361
-37.81735090348712,144.95882752395428
-37.81735090348712,144.95882752395428
-37.81735090348712,144.95882752395428
-37.81735090348712,144.95882752395428
-37.81735090348712,144.95882752395428
-37.81735090348712,144.95882752395428
-37.81735090348712,144.95882752395428
-37.81735090348712,144.95882752395428
-37.81735090348712,144.95882752395428
-37.81578258952506,144.95984599894976
-37.81612226561712,144.95837470015192
-37.8173131778236,144.95914808758164
-37.8173131778236,144.95914808758164
-37.8173131778236,144.95914808758164
-37.8173131778236,144.95914808758164
-37.81581599279285,144.95954925710154
-37.81717565267679,144.95876425710154
-37.815866215825466,144.96016845620863
-37.815866215825466,144.96016845620863
-37.81459342361933,144.96144124841476
-37.81459342361933,144.96144124841476
-37.81459342361933,144.96144124841476
-37.81459342361933,144.96144124841476
-37.81459342361933,144.96144124841476
-37.81459342361933,144.96144124841476
-37.81459342361933,144.96144124841476
-37.81548958986967,144.95994977731155
-37.81548958986967,144.95994977731155
-37.81548958986967,144.95994977731155
-37.81706827347259,144.95937518347077
-37.81827500708027,144.95824988617667
-37.818809606480535,144.95660455840348
-37.818809606480535,144.95660455840348
-37.818809606480535,144.95660455840348
-37.817383976357895,144.9573947980845
-37.81839718218749,144.95614359308655
-37.818212589518744,144.95730906532845
-37.81746201324501,144.95798488724085
-37.81786901721557,144.95686665302213
-37.81912957113943,144.95664438335473
-37.81817148117819,144.95796308105557
-37.81817148117819,144.95796308105557
-37.81817148117819,144.95796308105557
-37.81817148117819,144.95796308105557
-37.817307650493206,144.95852405926163
-37.817307650493206,144.95852405926163
-37.817307650493206,144.95852405926163
-37.817307650493206,144.95852405926163
-37.817307650493206,144.95852405926163
-37.81695048021096,144.95985703690192
-37.81695048021096,144.95985703690192
-37.81695048021096,144.95985703690192
-37.81695048021096,144.95985703690192
-37.81738013672476,144.9579959900782
-37.816894468121234,144.9593303535997
-37.81766785555096,144.95813944139323
-37.81766785555096,144.95813944139323
-37.81766785555096,144.95813944139323
-37.81766785555096,144.95813944139323
-37.81606369348575,144.95848041656618
-37.815573383746035,144.9594427036123
-37.81629048175383,144.95845570287915
-37.81687820519109,144.9569246309797
-37.81869414574451,144.9564380511749
-37.81869414574451,144.9564380511749
-37.81938835636297,144.95561072317633
